"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Enterocolitis due to Clostridium difficile"	"A04.7"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Meningococcaemia, unspecified"	"A39.4"	2	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Streptococcal septicaemia, unspecified"	"A40.9"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	3	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	2	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Septicaemia, unspecified"	"A41.9"	7	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Unspecified viral encephalitis"	"A86"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Lymphocytic choriomeningitis"	"A87.2"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"HIV disease resulting in other bacterial infections"	"B20.1"	3	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"HIV disease with Burkitt lymphoma"	"B21.1"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"HIV disease resulting in encephalopathy"	"B22.0"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"HIV disease resulting in other specified conditions"	"B23.8"	2	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	2	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Viral carditis"	"B33.2"	2	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Other and unspecified infectious diseases"	"B99"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	3	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	2	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Malignant neoplasm of rectum"	"C20"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Long bones of lower limb - Malignant neoplasms"	"C40.2"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Vertebral column - Malignant neoplasms"	"C41.2"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	8	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Peripheral nerves and autonomic nervous system, unspecified - Malignant neoplasms"	"C47.9"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	3	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	3	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Cerebellum - Malignant neoplasms"	"C71.6"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	4	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Spinal cord - Malignant neoplasms"	"C72.0"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Hodgkin disease, unspecified"	"C81.9"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	3	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	7	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	5	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Acute monocytic leukaemia - Malignant neoplasms"	"C93.0"	1	1781344	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	1	1781344	Unreliable
