"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Waterhouse-Friderichsen syndrome"	"A39.1"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Septicaemia, unspecified"	"A41.9"	4	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Streptococcal infection, unspecified"	"A49.1"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"HIV disease resulting in other bacterial infections"	"B20.1"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"HIV disease resulting in cytomegaloviral disease"	"B20.2"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"HIV disease resulting in other viral infections"	"B20.3"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"HIV disease resulting in multiple infections"	"B20.7"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"HIV disease resulting in wasting syndrome"	"B22.2"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"HIV disease resulting in other specified conditions"	"B23.8"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	3	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Cytomegaloviral pneumonitis"	"B25.0"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Other cytomegaloviral diseases"	"B25.8"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Candidiasis of other sites"	"B37.8"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Malignant neoplasm of thymus"	"C37"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	6	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Peripheral nerves and autonomic nervous system, unspecified - Malignant neoplasms"	"C47.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	4	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Malignant neoplasm of ovary"	"C56"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Cerebellum - Malignant neoplasms"	"C71.6"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Brain stem - Malignant neoplasms"	"C71.7"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Pineal gland - Malignant neoplasms"	"C75.3"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Hodgkin disease, unspecified"	"C81.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	4	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	7	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Chronic leukaemia of unspecified cell type - Malignant neoplasms"	"C95.1"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Bronchus and lung - Benign neoplasms"	"D14.3"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Adrenal gland - Benign neoplasms"	"D35.0"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Bone and articular cartilage - Uncertain neoplasms"	"D48.0"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Peripheral nerves and autonomic nervous system - Uncertain neoplasms"	"D48.2"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Breast - Uncertain neoplasms"	"D48.6"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms"	"D48.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Sickle-cell anaemia with crisis"	"D57.0"	3	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Sickle-cell anaemia without crisis"	"D57.1"	7	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	4	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Other nonthrombocytopenic purpura"	"D69.2"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Thrombocytopenia, unspecified"	"D69.6"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Disease of blood and blood-forming organs, unspecified"	"D75.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Immunodeficiency, unspecified"	"D84.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	5	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Other obesity"	"E66.8"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Other sphingolipidosis"	"E75.2"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Cystic fibrosis with pulmonary manifestations"	"E84.0"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Acidosis"	"E87.2"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Profound mental retardation"	"F73"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Bacterial meningitis, unspecified"	"G00.9"	3	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Meningitis, unspecified"	"G03.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Extrapyramidal and movement disorder, unspecified"	"G25.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Other generalized epilepsy and epileptic syndromes"	"G40.4"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Epilepsy, unspecified"	"G40.9"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Sleep apnoea"	"G47.3"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Myasthenia gravis"	"G70.0"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Other infantile cerebral palsy"	"G80.8"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Infantile cerebral palsy, unspecified"	"G80.9"	16	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Hydrocephalus, unspecified"	"G91.9"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Cerebral cysts"	"G93.0"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Encephalopathy, unspecified"	"G93.4"	3	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Cerebral oedema"	"G93.6"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Other paralytic strabismus"	"H49.8"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Mitral stenosis with insufficiency"	"I05.2"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Essential (primary) hypertension"	"I10"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Hypertensive renal disease without renal failure"	"I12.9"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	1	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Acute myocardial infarction, unspecified"	"I21.9"	3	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Atherosclerotic heart disease"	"I25.1"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	3	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Primary pulmonary hypertension"	"I27.0"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Other secondary pulmonary hypertension"	"I27.2"	2	1783598	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Acute and subacute infective endocarditis"	"I33.0"	1	1783598	Unreliable
