"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Septicaemia due to streptococcus, group A"	"A40.0"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Septicaemia, unspecified"	"A41.9"	4	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Toxic shock syndrome"	"A48.3"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Unspecified viral encephalitis"	"A86"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Acute hepatitis B without delta-agent with hepatic coma"	"B16.2"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"HIV disease resulting in other bacterial infections"	"B20.1"	2	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"HIV disease resulting in multiple infections"	"B20.7"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"	"B23.2"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"HIV disease resulting in other specified conditions"	"B23.8"	2	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	2	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Unspecified mycosis"	"B49"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Long bones of lower limb - Malignant neoplasms"	"C40.2"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Mandible - Malignant neoplasms"	"C41.1"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	4	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Peripheral nerves and autonomic nervous system, unspecified - Malignant neoplasms"	"C47.9"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Retroperitoneum - Malignant neoplasms"	"C48.0"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Connective and soft tissue of head, face and neck - Malignant neoplasms"	"C49.0"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	7	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	7	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Head, face and neck - Malignant neoplasms"	"C76.0"	1	1536869	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Malignant neoplasm without specification of site"	"C80"	1	1536869	Unreliable
