"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"Mycobacterial infection, unspecified"	"A31.9"	1	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"Meningococcaemia, unspecified"	"A39.4"	1	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"Septicaemia due to streptococcus, group D"	"A40.2"	1	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	2	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"Septicaemia, unspecified"	"A41.9"	3	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"Herpesviral encephalitis"	"B00.4"	1	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"Chronic viral hepatitis C"	"B18.2"	1	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"HIV disease resulting in other bacterial infections"	"B20.1"	3	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"HIV disease resulting in multiple infections"	"B20.7"	2	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	1	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	1	1886818	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"HIV disease resulting in other specified conditions"	"B23.8"	2	1886818	Unreliable
