"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Meningococcal meningitis"	"036.0"	2	1388867	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Meningococcemia"	"036.2"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Streptococcal septicemia"	"038.0"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Septicemia due to other gram-negative organisms"	"038.4"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Unspecified septicemia"	"038.9"	2	1388867	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Cryptococcosis"	"117.5"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Pneumocystosis"	"136.3"	2	1388867	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Stomach, unspecified"	"151.9"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Ascending colon"	"153.6"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Colon, unspecified"	"153.9"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Pancreas, part unspecified"	"157.9"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Bronchus and lung, unspecified"	"162.9"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Long bones of lower limb"	"170.7"	2	1388867	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Bone and articular cartilage, site unspecified"	"170.9"	7	1388867	0.504 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Connective and other soft tissue, site unspecified"	"171.9"	8	1388867	0.576 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Skin, site unspecified"	"173.9"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Other and unspecified testis"	"186.9"	3	1388867	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Cerebellum nos"	"191.6"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Brain, unspecified"	"191.9"	7	1388867	0.504 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Spinal cord"	"192.2"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Adrenal gland"	"194.0"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Other"	"199.1"	6	1388867	0.432 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Lymphosarcoma"	"200.1"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Burkitt's tumor or lymphoma"	"200.2"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Hodgkin's disease, unspecified"	"201.9"	3	1388867	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Other lymphomas"	"202.8"	7	1388867	0.504 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Acute"	"204.0"	7	1388867	0.504 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Acute"	"205.0"	8	1388867	0.576 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Chronic"	"205.1"	2	1388867	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Unspecified myeloid leukemia"	"205.9"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Other specified leukemia"	"207.8"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Acute"	"208.0"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Unspecified leukemia"	"208.9"	2	1388867	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Brain"	"225.0"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Cerebral meninges"	"225.2"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Neurofibromatosis"	"237.7"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Brain"	"239.6"	3	1388867	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Diabetes mellitus without mention of complication"	"250.0"	3	1388867	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Diabetes with ketoacidosis"	"250.1"	3	1388867	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Diabetes with hyperosmolarity"	"250.2"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Diabetes insipidus"	"253.5"	1	1388867	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Cystic fibrosis"	"277.0"	2	1388867	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	"Mucopolysaccharidosis"	"277.5"	1	1388867	0.072 (Unreliable)
