"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"Pulmonary tuberculosis, unspecified"	"011.9"	1	1520323	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"Pulmonary"	"031.0"	1	1520323	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"Meningococcal meningitis"	"036.0"	1	1520323	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"Meningococcemia"	"036.2"	2	1520323	0.132 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"Waterhouse-friderichsen syndrome, meningococcal"	"036.3"	1	1520323	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"Streptococcal septicemia"	"038.0"	1	1520323	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"Unspecified septicemia"	"038.9"	4	1520323	0.263 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"HTLV-III/LAV infection with specified infections"	"042.0"	1	1520323	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"HTLV-III/LAV infection causing other specified infections"	"042.1"	3	1520323	0.197 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	3	1520323	0.197 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"HTLV-III/LAV infection, not otherwise specified (with or without other conditions not classifiable to 042, 043, 044.0)"	"044.9"	1	1520323	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"Other specified viral hepatitis without mention of hepatic coma"	"070.5"	1	1520323	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	"Unspecified viral hepatitis without mention of hepatic coma"	"070.9"	1	1520323	0.066 (Unreliable)
