"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"Infectious colitis, enteritis, and gastroenteritis"	"009.0"	1	1399176	0.071 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"Meningococcal meningitis"	"036.0"	1	1399176	0.071 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"Meningococcemia"	"036.2"	4	1399176	0.286 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"Streptococcal septicemia"	"038.0"	1	1399176	0.071 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"Septicemia due to other gram-negative organisms"	"038.4"	1	1399176	0.071 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"Unspecified septicemia"	"038.9"	2	1399176	0.143 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"Other specified bacterial diseases"	"040.8"	1	1399176	0.071 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"HTLV-III/LAV infection with specified infections"	"042.0"	4	1399176	0.286 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"HTLV-III/LAV infection with specified malignant neoplasms"	"042.2"	1	1399176	0.071 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	5	1399176	0.357 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	"Creutzfeldt-Jakob disease - CJD"	"046.1"	1	1399176	0.071 (Unreliable)
