"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Unspecified tuberculosis of central nervous system"	"013.9"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Streptococcal sore throat"	"034.0"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Meningococcal meningitis"	"036.0"	4	1373895	0.291 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Unspecified septicemia"	"038.9"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Other specified bacterial diseases"	"040.8"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Unspecified non-arthropod-borne viral diseases of central nervous system"	"049.9"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Viral hepatitis b with hepatic coma"	"070.2"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Unspecified viral hepatitis without mention of hepatic coma"	"070.9"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Infectious mononucleosis"	"075"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Cryptococcosis"	"117.5"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Pneumocystosis"	"136.3"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Unspecified infectious and parasitic diseases"	"136.9"	1	1373895	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	"Stomach, unspecified"	"151.9"	1	1373895	0.073 (Unreliable)
