"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Meningococcal meningitis"	"036.0"	2	1446571	0.138 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Meningococcemia"	"036.2"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Septicemia due to other gram-negative organisms"	"038.4"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Unspecified septicemia"	"038.9"	7	1446571	0.484 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Other specified bacterial diseases"	"040.8"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"HTLV-III/LAV infection with specified infections"	"042.0"	2	1446571	0.138 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	7	1446571	0.484 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"HTLV-III/LAV infection causing other specified conditions"	"043.3"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"HTLV-III/LAV infection, not otherwise specified (with or without other conditions not classifiable to 042, 043, 044.0)"	"044.9"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Unspecified viral meningitis"	"047.9"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	2	1446571	0.138 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Other specified viral hepatitis without mention of hepatic coma"	"070.5"	2	1446571	0.138 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Unspecified viral and chlamydial infections"	"079.9"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Disseminated"	"112.5"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Histoplasmosis, unspecified"	"115.9"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Blastomycosis"	"116.0"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Zygomycosis [phycomycosis or mucormycosis]"	"117.7"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Other and unspecified mycoses"	"117.9"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Nasopharynx, unspecified"	"147.9"	2	1446571	0.138 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Colon, unspecified"	"153.9"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Extrahepatic bile ducts"	"156.1"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Bronchus and lung, unspecified"	"162.9"	1	1446571	0.069 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Long bones of lower limb"	"170.7"	2	1446571	0.138 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Bone and articular cartilage, site unspecified"	"170.9"	3	1446571	0.207 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Connective and other soft tissue, site unspecified"	"171.9"	6	1446571	0.415 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	"Kidney, except pelvis"	"189.0"	3	1446571	0.207 (Unreliable)
