"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Pulmonary tuberculosis, unspecified"	"011.9"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Skin and subcutaneous cellular tissue"	"017.0"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Meningococcal meningitis"	"036.0"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Meningococcemia"	"036.2"	2	1504109	0.133 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Unspecified septicemia"	"038.9"	3	1504109	0.199 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Other specified bacterial diseases"	"040.8"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Unspecified non-arthropod-borne viral diseases of central nervous system"	"049.9"	2	1504109	0.133 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Herpetic meningoencephalitis"	"054.3"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Infectious mononucleosis"	"075"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Of unspecified site"	"112.9"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Other and unspecified mycoses"	"117.9"	3	1504109	0.199 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Sarcoidosis"	"135"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Unspecified infectious and parasitic diseases"	"136.9"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Nasopharynx, unspecified"	"147.9"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Ascending colon"	"153.6"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Colon, unspecified"	"153.9"	2	1504109	0.133 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Rectum"	"154.1"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Liver, primary"	"155.0"	2	1504109	0.133 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Intrahepatic bile ducts"	"155.1"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Liver, not specified as primary or secondary"	"155.2"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Islets of langerhans"	"157.4"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Pancreas, part unspecified"	"157.9"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Long bones of lower limb"	"170.7"	2	1504109	0.133 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Bone and articular cartilage, site unspecified"	"170.9"	8	1504109	0.532 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Lower limb, including hip"	"171.3"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Connective and other soft tissue, site unspecified"	"171.9"	4	1504109	0.266 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Ovary"	"183.0"	4	1504109	0.266 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Cerebrum, except lobes and ventricles"	"191.0"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Brain stem"	"191.7"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Brain, unspecified"	"191.9"	4	1504109	0.266 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Adrenal gland"	"194.0"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Lower limb"	"195.5"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Other"	"199.1"	3	1504109	0.199 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Hodgkin's disease, unspecified"	"201.9"	2	1504109	0.133 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Other lymphomas"	"202.8"	3	1504109	0.199 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue"	"202.9"	1	1504109	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Acute"	"204.0"	8	1504109	0.532 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	"Acute"	"205.0"	5	1504109	0.332 (Unreliable)
