"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Skin and subcutaneous cellular tissue"	"017.0"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Miliary tuberculosis, unspecified"	"018.9"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Meningococcemia"	"036.2"	2	1397957	0.143 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Septicemia due to other gram-negative organisms"	"038.4"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Unspecified viral hepatitis without mention of hepatic coma"	"070.9"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Unspecified viral and chlamydial infections"	"079.9"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Sarcoidosis"	"135"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Stomach, unspecified"	"151.9"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Colon, unspecified"	"153.9"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Pancreas, part unspecified"	"157.9"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Specified parts of peritoneum"	"158.8"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Bronchus and lung, unspecified"	"162.9"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Bone and articular cartilage, site unspecified"	"170.9"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Connective and other soft tissue, site unspecified"	"171.9"	3	1397957	0.215 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Melanoma of skin, site unspecified"	"172.9"	1	1397957	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Ovary"	"183.0"	2	1397957	0.143 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	"Kidney, except pelvis"	"189.0"	1	1397957	0.072 (Unreliable)
