"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Meningococcal meningitis"	"036.0"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Meningococcemia"	"036.2"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Unspecified septicemia"	"038.9"	5	1333625	0.375 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Staphylococcus"	"041.1"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"HTLV-III/LAV infection with specified infections"	"042.0"	2	1333625	0.150 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"HTLV-III/LAV infection causing other specified infections"	"042.1"	2	1333625	0.150 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"HTLV-III/LAV infection with specified malignant neoplasms"	"042.2"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	13	1333625	0.975 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Coccidioidomycosis"	"114"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Late effects of other and unspecified infectious and parasitic diseases"	"139.8"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Nasopharynx, unspecified"	"147.9"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Colon, unspecified"	"153.9"	3	1333625	0.225 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Liver, primary"	"155.0"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Islets of langerhans"	"157.4"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Bronchus and lung, unspecified"	"162.9"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Long bones of lower limb"	"170.7"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Bone and articular cartilage, site unspecified"	"170.9"	7	1333625	0.525 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Lower limb, including hip"	"171.3"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Connective and other soft tissue, site unspecified"	"171.9"	5	1333625	0.375 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Ovary"	"183.0"	2	1333625	0.150 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Cerebellum nos"	"191.6"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Brain stem"	"191.7"	3	1333625	0.225 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Brain, unspecified"	"191.9"	5	1333625	0.375 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Head, face, and neck"	"195.0"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Lymphosarcoma"	"200.1"	2	1333625	0.150 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Hodgkin's disease, unspecified"	"201.9"	2	1333625	0.150 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Other lymphomas"	"202.8"	2	1333625	0.150 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Acute"	"204.0"	4	1333625	0.300 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Acute"	"205.0"	6	1333625	0.450 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Acute"	"208.0"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Brain"	"239.6"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Unspecified hypothyroidism"	"244.9"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Diabetes with ketoacidosis"	"250.1"	3	1333625	0.225 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Panhypopituitarism"	"253.2"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Lipidoses"	"272.7"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Mucopolysaccharidosis"	"277.5"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Obesity"	"278.0"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Other hyperalimentation"	"278.8"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Unspecified immunity deficiency"	"279.3"	1	1333625	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	"Sickle-cell anemia"	"282.6"	11	1333625	0.825 (Unreliable)
