"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Pulmonary tuberculosis, unspecified"	"011.9"	3	1426935	0.210 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Skin and subcutaneous cellular tissue"	"017.0"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Waterhouse-friderichsen syndrome, meningococcal"	"036.3"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Staphylococcal septicemia"	"038.1"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Unspecified septicemia"	"038.9"	7	1426935	0.491 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Of other specified sites"	"039.8"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Unspecified non-arthropod-borne viral diseases of central nervous system"	"049.9"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Herpetic meningoencephalitis"	"054.3"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	4	1426935	0.280 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Cytomegaloviral disease"	"078.5"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Unspecified viral and chlamydial infections"	"079.9"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Dermatomycosis, unspecified"	"111.9"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Other and unspecified mycoses"	"117.9"	2	1426935	0.140 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Pneumocystosis"	"136.3"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Liver, primary"	"155.0"	2	1426935	0.140 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Pancreas, part unspecified"	"157.9"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Bone and articular cartilage, site unspecified"	"170.9"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Thorax"	"171.4"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Connective and other soft tissue, site unspecified"	"171.9"	6	1426935	0.420 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Malignant neoplasm of placenta"	"181"	1	1426935	0.070 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	"Ovary"	"183.0"	4	1426935	0.280 (Unreliable)
