"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Tuberculous pleurisy"	"012.0"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Meningococcemia"	"036.2"	2	1362474	0.147 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Unspecified septicemia"	"038.9"	4	1362474	0.294 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"HTLV-III/LAV infection causing other specified infections"	"042.1"	2	1362474	0.147 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	3	1362474	0.220 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Chickenpox"	"052"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Unspecified viral hepatitis without mention of hepatic coma"	"070.9"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Unspecified viral and chlamydial infections"	"079.9"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Of other specified sites"	"112.8"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Of unspecified site"	"112.9"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Nasopharynx, unspecified"	"147.9"	2	1362474	0.147 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Stomach, unspecified"	"151.9"	2	1362474	0.147 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Colon, unspecified"	"153.9"	2	1362474	0.147 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Rectosigmoid junction"	"154.0"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Liver, primary"	"155.0"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Pancreas, part unspecified"	"157.9"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Bronchus and lung, unspecified"	"162.9"	2	1362474	0.147 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Bone and articular cartilage, site unspecified"	"170.9"	6	1362474	0.440 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Connective and other soft tissue, site unspecified"	"171.9"	3	1362474	0.220 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Other and unspecified testis"	"186.9"	2	1362474	0.147 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Kidney, except pelvis"	"189.0"	2	1362474	0.147 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Brain stem"	"191.7"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Other parts of brain"	"191.8"	1	1362474	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Brain, unspecified"	"191.9"	8	1362474	0.587 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	"Lower limb"	"195.5"	1	1362474	0.073 (Unreliable)
