"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Miliary tuberculosis, unspecified"	"018.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Meningococcal meningitis"	"036.0"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Unspecified septicemia"	"038.9"	5	1315495	0.380 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"HTLV-III/LAV infection with specified infections"	"042.0"	3	1315495	0.228 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"HTLV-III/LAV infection causing other specified infections"	"042.1"	3	1315495	0.228 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	3	1315495	0.228 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"HTLV-III/LAV infection causing specified diseases of the central nervous system"	"043.1"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"HTLV-III/LAV infection, not otherwise specified (with or without other conditions not classifiable to 042, 043, 044.0)"	"044.9"	2	1315495	0.152 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other specified non-arthropod-borne viral diseases of central nervous system"	"049.8"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Unspecified non-arthropod-borne viral diseases of central nervous system"	"049.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Chickenpox"	"052"	2	1315495	0.152 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Unspecified viral and chlamydial infections"	"079.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Unspecified infectious and parasitic diseases"	"136.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Nasopharynx, unspecified"	"147.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Stomach, unspecified"	"151.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Rectosigmoid junction"	"154.0"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Liver, primary"	"155.0"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Bronchus and lung, unspecified"	"162.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Thymus"	"164.0"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Mediastinum, part unspecified"	"164.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Long bones of lower limb"	"170.7"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Bone and articular cartilage, site unspecified"	"170.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Connective and other soft tissue, site unspecified"	"171.9"	6	1315495	0.456 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Melanoma of skin, site unspecified"	"172.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cervix uteri, unspecified"	"180.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Ovary"	"183.0"	2	1315495	0.152 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Kidney, except pelvis"	"189.0"	3	1315495	0.228 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cerebellum nos"	"191.6"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Brain, unspecified"	"191.9"	3	1315495	0.228 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other"	"199.1"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Lymphosarcoma"	"200.1"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Hodgkin's disease, unspecified"	"201.9"	7	1315495	0.532 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other lymphomas"	"202.8"	3	1315495	0.228 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Acute"	"204.0"	7	1315495	0.532 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Acute"	"205.0"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Acute"	"208.0"	3	1315495	0.228 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Unspecified leukemia"	"208.9"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Brain"	"225.0"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Pituitary gland and craniopharyngeal duct"	"237.0"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Brain"	"239.6"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other specified sites"	"239.8"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Diabetes with ketoacidosis"	"250.1"	3	1315495	0.228 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Diabetes with hyperosmolarity"	"250.2"	1	1315495	0.076 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cystic fibrosis"	"277.0"	1	1315495	0.076 (Unreliable)
