"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Esophagus"	"017.8"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Meningococcal meningitis"	"036.0"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Meningococcemia"	"036.2"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Waterhouse-friderichsen syndrome, meningococcal"	"036.3"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Unspecified septicemia"	"038.9"	3	1391164	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"HTLV-III/LAV infection with specified infections"	"042.0"	5	1391164	0.359 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	3	1391164	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Unspecified viral hepatitis without mention of hepatic coma"	"070.9"	2	1391164	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Cytomegaloviral disease"	"078.5"	3	1391164	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Other and unspecified mycoses"	"117.9"	2	1391164	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Pneumocystosis"	"136.3"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Nasopharynx, unspecified"	"147.9"	5	1391164	0.359 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Colon, unspecified"	"153.9"	2	1391164	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Rectosigmoid junction"	"154.0"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Bronchus and lung, unspecified"	"162.9"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Bone and articular cartilage, site unspecified"	"170.9"	4	1391164	0.288 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Head, face, and neck"	"171.0"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Connective and other soft tissue, site unspecified"	"171.9"	7	1391164	0.503 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Kidney, except pelvis"	"189.0"	2	1391164	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Cerebrum, except lobes and ventricles"	"191.0"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Cerebellum nos"	"191.6"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Brain stem"	"191.7"	4	1391164	0.288 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Brain, unspecified"	"191.9"	4	1391164	0.288 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Spinal cord"	"192.2"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Other"	"199.1"	4	1391164	0.288 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Hodgkin's disease, unspecified"	"201.9"	3	1391164	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Other lymphomas"	"202.8"	6	1391164	0.431 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Acute"	"204.0"	13	1391164	0.934 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Acute"	"205.0"	5	1391164	0.359 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Chronic"	"205.1"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Acute"	"208.0"	3	1391164	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Unspecified leukemia"	"208.9"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Mediastinum"	"212.5"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Pituitary gland and craniopharyngeal duct (pouch)"	"227.3"	1	1391164	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	"Respiratory system"	"239.1"	1	1391164	0.072 (Unreliable)
