"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Salmonella septicemia"	"003.1"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Tuberculous meningitis"	"013.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Skin and subcutaneous cellular tissue"	"017.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Septicemia due to other gram-negative organisms"	"038.4"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Unspecified septicemia"	"038.9"	6	1318601	0.5 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"HTLV-III/LAV infection with specified infections"	"042.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"HTLV-III/LAV infection causing other specified infections"	"042.1"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	5	1318601	0.4 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"HTLV-III/LAV infection causing specified diseases of the central nervous system"	"043.1"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"HTLV-III/LAV infection, not otherwise specified (with or without other conditions not classifiable to 042, 043, 044.0)"	"044.9"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Chickenpox"	"052"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Disseminated"	"112.5"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Aspergillosis"	"117.3"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Pneumocystosis"	"136.3"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Nasopharynx, unspecified"	"147.9"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Stomach, unspecified"	"151.9"	2	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Colon, unspecified"	"153.9"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Liver, primary"	"155.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Scapula and long bones of upper limb"	"170.4"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Bone and articular cartilage, site unspecified"	"170.9"	4	1318601	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Lower limb, including hip"	"171.3"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Connective and other soft tissue, site unspecified"	"171.9"	2	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Cervix uteri, unspecified"	"180.9"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Ovary"	"183.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Kidney, except pelvis"	"189.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Retina"	"190.5"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Cerebrum, except lobes and ventricles"	"191.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Brain, unspecified"	"191.9"	4	1318601	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Pineal gland"	"194.4"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Other"	"199.1"	2	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Lymphosarcoma"	"200.1"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Hodgkin's disease, unspecified"	"201.9"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Other lymphomas"	"202.8"	2	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Acute"	"205.0"	8	1318601	0.6 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Acute"	"206.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Acute"	"208.0"	2	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Neurofibromatosis"	"237.7"	2	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Brain"	"239.6"	2	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Toxic diffuse goiter"	"242.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Diabetes mellitus without mention of complication"	"250.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Diabetes with ketoacidosis"	"250.1"	3	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Unspecified protein-calorie malnutrition"	"263.9"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Obesity"	"278.0"	2	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Unspecified immunity deficiency"	"279.3"	2	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Sickle-cell anemia"	"282.6"	12	1318601	0.9 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Autoimmune hemolytic anemias"	"283.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Aplastic anemia, unspecified"	"284.9"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Other specified diseases of blood and blood-forming organs"	"289.8"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Severe mental retardation"	"318.1"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Streptococcal meningitis"	"320.2"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Meningitis due to unspecified bacterium"	"320.9"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Late effects of intracranial abscess or pyogenic infection"	"326"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Obstructive hydrocephalus"	"331.4"	3	1318601	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Other demyelinating diseases of central nervous system"	"341.8"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Quadriplegic"	"343.2"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Infantile cerebral palsy, unspecified"	"343.9"	5	1318601	0.4 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Quadriplegia and quadriparesis"	"344.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Generalized convulsive epilepsy"	"345.1"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Epilepsy, unspecified"	"345.9"	4	1318601	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Cerebral cysts"	"348.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Anoxic brain damage"	"348.1"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Encephalopathy, unspecified"	"348.3"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Cerebral edema"	"348.5"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Mononeuritis of unspecified site"	"355.9"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Acute infective polyneuritis"	"357.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Mitral stenosis"	"394.0"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Other and unspecified mitral valve diseases"	"394.9"	1	1318601	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Acute myocardial infarction"	"410"	6	1318601	0.5 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	"Pulmonary embolism and infarction"	"415.1"	4	1318601	0.3 (Unreliable)
