"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Tuberculosis of lung with cavitation"	"011.2"	1	1368872	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Pulmonary tuberculosis, unspecified"	"011.9"	1	1368872	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Meningococcal meningitis"	"036.0"	1	1368872	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Pneumococcal septicemia [streptococcus pneumoniae septicemia]"	"038.2"	1	1368872	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Unspecified septicemia"	"038.9"	7	1368872	0.5 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"HTLV-III/LAV infection with specified infections"	"042.0"	3	1368872	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	4	1368872	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Unspecified non-arthropod-borne viral diseases of central nervous system"	"049.9"	2	1368872	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Unspecified viral hepatitis without mention of hepatic coma"	"070.9"	1	1368872	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Infectious mononucleosis"	"075"	1	1368872	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Cytomegaloviral disease"	"078.5"	1	1368872	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Disseminated"	"112.5"	1	1368872	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	"Pneumocystosis"	"136.3"	1	1368872	0.1 (Unreliable)
