"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Meningococcemia"	"036.2"	2	1522994	0.131 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Streptococcal septicemia"	"038.0"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Pneumococcal septicemia [streptococcus pneumoniae septicemia]"	"038.2"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Septicemia due to other gram-negative organisms"	"038.4"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Unspecified septicemia"	"038.9"	5	1522994	0.328 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"HTLV-III/LAV infection with specified infections"	"042.0"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Herpetic meningoencephalitis"	"054.3"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Cytomegaloviral disease"	"078.5"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Gonococcal infection of other specified sites"	"098.8"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Disseminated"	"112.5"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Blastomycosis"	"116.0"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other and unspecified mycoses"	"117.9"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Nasopharynx, unspecified"	"147.9"	2	1522994	0.131 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Pharynx, unspecified"	"149.0"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Stomach, unspecified"	"151.9"	2	1522994	0.131 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Liver, primary"	"155.0"	2	1522994	0.131 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Auditory tube, middle ear, and mastoid air cells"	"160.1"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Bronchus and lung, unspecified"	"162.9"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Thymus"	"164.0"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Long bones of lower limb"	"170.7"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Bone and articular cartilage, site unspecified"	"170.9"	7	1522994	0.460 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Head, face, and neck"	"171.0"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Connective and other soft tissue, site unspecified"	"171.9"	7	1522994	0.460 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Kidney, except pelvis"	"189.0"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Cerebrum, except lobes and ventricles"	"191.0"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Temporal lobe"	"191.2"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Ventricles"	"191.5"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Brain stem"	"191.7"	2	1522994	0.131 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Brain, unspecified"	"191.9"	6	1522994	0.394 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Adrenal gland"	"194.0"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Pineal gland"	"194.4"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Lymphosarcoma"	"200.1"	1	1522994	0.066 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	"Hodgkin's disease, unspecified"	"201.9"	2	1522994	0.131 (Unreliable)
