"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Skin and subcutaneous cellular tissue"	"017.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Meningococcal meningitis"	"036.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Meningococcemia"	"036.2"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Waterhouse-friderichsen syndrome, meningococcal"	"036.3"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Pneumococcal septicemia [streptococcus pneumoniae septicemia]"	"038.2"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Unspecified septicemia"	"038.9"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"HTLV-III/LAV infection with specified infections"	"042.0"	5	1342227	0.373 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Chickenpox"	"052"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Coxsackie carditis"	"074.2"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Nasopharynx, unspecified"	"147.9"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Colon, unspecified"	"153.9"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Trachea"	"162.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Bronchus and lung, unspecified"	"162.9"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Bone and articular cartilage, site unspecified"	"170.9"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Lower limb, including hip"	"171.3"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Connective and other soft tissue, site unspecified"	"171.9"	8	1342227	0.596 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Kidney, except pelvis"	"189.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cerebellum nos"	"191.6"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Brain, unspecified"	"191.9"	4	1342227	0.298 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Spinal cord"	"192.2"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Pineal gland"	"194.4"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other"	"199.1"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Lymphosarcoma"	"200.1"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Burkitt's tumor or lymphoma"	"200.2"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other named variants"	"200.8"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Hodgkin's disease, unspecified"	"201.9"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other lymphomas"	"202.8"	4	1342227	0.298 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Acute"	"204.0"	8	1342227	0.596 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Acute"	"205.0"	8	1342227	0.596 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Chronic"	"205.1"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other specified leukemia"	"207.8"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Unspecified leukemia"	"208.9"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other and unspecified digestive organs"	"235.5"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Pituitary gland and craniopharyngeal duct"	"237.0"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Brain"	"239.6"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Diabetes mellitus without mention of complication"	"250.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Diabetes with ketoacidosis"	"250.1"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Diabetes with hyperosmolarity"	"250.2"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Disorders of iron metabolism"	"275.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cystic fibrosis"	"277.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Sickle-cell anemia"	"282.6"	19	1342227	1.416 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other hemoglobinopathies"	"282.7"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Aplastic anemia, unspecified"	"284.9"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Defibrination syndrome"	"286.6"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other specified diseases of blood and blood-forming organs"	"289.8"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Alcohol dependence syndrome"	"303"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Unspecified drug dependence"	"304.9"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Alcohol abuse"	"305.0"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cocaine abuse"	"305.6"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Meningitis, unspecified"	"322.9"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Intracranial abscess"	"324.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Leukodystrophy"	"330.0"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Obstructive hydrocephalus"	"331.4"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cerebral degeneration, unspecified"	"331.9"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Quadriplegic"	"343.2"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Infantile cerebral palsy, unspecified"	"343.9"	8	1342227	0.596 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Quadriplegia and quadriparesis"	"344.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Generalized convulsive epilepsy"	"345.1"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Grand mal status"	"345.3"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Epilepsy, unspecified"	"345.9"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cerebral cysts"	"348.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Anoxic brain damage"	"348.1"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Compression of brain"	"348.4"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cerebral edema"	"348.5"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Hereditary progressive muscular dystrophy"	"359.1"	12	1342227	0.894 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other and unspecified mitral valve diseases"	"394.9"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Unspecified"	"401.9"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Acute myocardial infarction"	"410"	4	1342227	0.298 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other acute and subacute forms of ischemic heart disease"	"411"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Coronary atherosclerosis"	"414.0"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Chronic ischemic heart disease, unspecified"	"414.9"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Pulmonary embolism and infarction"	"415.1"	4	1342227	0.298 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other and unspecified acute myocarditis"	"422.9"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Unspecified disease of pericardium"	"423.9"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other primary cardiomyopathies"	"425.4"	17	1342227	1.267 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cardiac arrest"	"427.5"	12	1342227	0.894 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cardiac dysrhythmia, unspecified"	"427.9"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Congestive heart failure"	"428.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Heart failure, unspecified"	"428.9"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Myocarditis, unspecified"	"429.0"	4	1342227	0.298 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cardiovascular disease, unspecified"	"429.2"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cardiomegaly"	"429.3"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Subarachnoid hemorrhage"	"430"	3	1342227	0.224 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Cerebral artery occlusion, unspecified"	"434.9"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Other generalized ischemic cerebrovascular disease"	"437.1"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Dissection of aorta"	"441.0"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Thrombotic microangiopathy"	"446.6"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Rupture of artery"	"447.2"	1	1342227	0.075 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Of deep vessels of lower extremities"	"451.1"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	2	1342227	0.149 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	"Pneumonia due to streptococcus"	"482.3"	1	1342227	0.075 (Unreliable)
