"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Pulmonary tuberculosis, unspecified"	"011.9"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Meningococcemia"	"036.2"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Waterhouse-friderichsen syndrome, meningococcal"	"036.3"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Pneumococcal septicemia [streptococcus pneumoniae septicemia]"	"038.2"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Septicemia due to other gram-negative organisms"	"038.4"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Unspecified septicemia"	"038.9"	3	1347170	0.223 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"HTLV-III/LAV infection with specified infections"	"042.0"	8	1347170	0.594 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	2	1347170	0.148 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"HTLV-III/LAV infection, not otherwise specified (with or without other conditions not classifiable to 042, 043, 044.0)"	"044.9"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Chickenpox"	"052"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Cytomegaloviral disease"	"078.5"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Other and unspecified mycoses"	"117.9"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Sarcoidosis"	"135"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Nasopharynx, unspecified"	"147.9"	1	1347170	0.074 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Stomach, unspecified"	"151.9"	2	1347170	0.148 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	"Sigmoid colon"	"153.3"	1	1347170	0.074 (Unreliable)
