"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Other organism, not elsewhere classified"	"008.8"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Meningococcemia"	"036.2"	2	1391893	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Streptococcal septicemia"	"038.0"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Unspecified septicemia"	"038.9"	5	1391893	0.359 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"HTLV-III/LAV infection with specified infections"	"042.0"	4	1391893	0.287 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"HTLV-III/LAV infection with specified malignant neoplasms"	"042.2"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	2	1391893	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Unspecified viral hepatitis without mention of hepatic coma"	"070.9"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Unspecified viral and chlamydial infections"	"079.9"	2	1391893	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Aspergillosis"	"117.3"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Unspecified infectious and parasitic diseases"	"136.9"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Late effects of other and unspecified infectious and parasitic diseases"	"139.8"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Nasopharynx, unspecified"	"147.9"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Stomach, unspecified"	"151.9"	2	1391893	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Colon, unspecified"	"153.9"	2	1391893	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Intrahepatic bile ducts"	"155.1"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Bronchus and lung, unspecified"	"162.9"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Bone and articular cartilage, site unspecified"	"170.9"	5	1391893	0.359 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Thorax"	"171.4"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Connective and other soft tissue, site unspecified"	"171.9"	4	1391893	0.287 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Melanoma of skin, site unspecified"	"172.9"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Other and unspecified testis"	"186.9"	2	1391893	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Frontal lobe"	"191.1"	2	1391893	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Cerebellum nos"	"191.6"	4	1391893	0.287 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Brain stem"	"191.7"	2	1391893	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Brain, unspecified"	"191.9"	2	1391893	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Malignant neoplasm of thyroid gland"	"193"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Adrenal gland"	"194.0"	2	1391893	0.144 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Head, face, and neck"	"195.0"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Thorax"	"195.1"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Pelvis"	"195.3"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Other"	"199.1"	5	1391893	0.359 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Reticulosarcoma"	"200.0"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Lymphosarcoma"	"200.1"	3	1391893	0.216 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Burkitt's tumor or lymphoma"	"200.2"	1	1391893	0.072 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Hodgkin's disease, unspecified"	"201.9"	4	1391893	0.287 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Other lymphomas"	"202.8"	4	1391893	0.287 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	"Acute"	"204.0"	15	1391893	1.078 (Unreliable)
