"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Pulmonary tuberculosis, unspecified"	"011.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Meningococcemia"	"036.2"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Septicemia due to other gram-negative organisms"	"038.4"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified septicemia"	"038.9"	4	1457078	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Staphylococcus"	"041.1"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"HTLV-III/LAV infection with specified infections"	"042.0"	4	1457078	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"HTLV-III/LAV infection causing other specified infections"	"042.1"	3	1457078	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	4	1457078	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"HTLV-III/LAV infection, not otherwise specified (with or without other conditions not classifiable to 042, 043, 044.0)"	"044.9"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified viral hepatitis without mention of hepatic coma"	"070.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified viral and chlamydial infections"	"079.9"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified infectious and parasitic diseases"	"136.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Stomach, unspecified"	"151.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Jejunum"	"152.1"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Colon, unspecified"	"153.9"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Bronchus and lung, unspecified"	"162.9"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Bone and articular cartilage, site unspecified"	"170.9"	7	1457078	0.5 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Connective and other soft tissue, site unspecified"	"171.9"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Malignant neoplasm of placenta"	"181"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Ovary"	"183.0"	4	1457078	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Kidney, except pelvis"	"189.0"	3	1457078	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Brain stem"	"191.7"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Brain, unspecified"	"191.9"	7	1457078	0.5 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Other"	"199.1"	4	1457078	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Burkitt's tumor or lymphoma"	"200.2"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Hodgkin's disease, unspecified"	"201.9"	4	1457078	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Other lymphomas"	"202.8"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Acute"	"204.0"	6	1457078	0.4 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Chronic"	"204.1"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Acute"	"205.0"	5	1457078	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified leukemia"	"208.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Site unspecified"	"215.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Site unspecified"	"229.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Respiratory system"	"239.1"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Brain"	"239.6"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Toxic diffuse goiter"	"242.0"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Diabetes mellitus without mention of complication"	"250.0"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Diabetes with ketoacidosis"	"250.1"	8	1457078	0.5 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified protein-calorie malnutrition"	"263.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Cystic fibrosis"	"277.0"	4	1457078	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Mucopolysaccharidosis"	"277.5"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified immunity deficiency"	"279.3"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Sickle-cell anemia"	"282.6"	11	1457078	0.8 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Non-autoimmune hemolytic anemias"	"283.1"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Defibrination syndrome"	"286.6"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Cocaine abuse"	"305.6"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Other and unspecified special symptoms or syndromes, not elsewhere classified"	"307.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Profound mental retardation"	"318.2"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified mental retardation"	"319"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Pneumococcal meningitis"	"320.1"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Late effects of intracranial abscess or pyogenic infection"	"326"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Obstructive hydrocephalus"	"331.4"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Cerebral degeneration, unspecified"	"331.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Infantile cerebral palsy, unspecified"	"343.9"	12	1457078	0.8 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Quadriplegia and quadriparesis"	"344.0"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Epilepsy, unspecified"	"345.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Anoxic brain damage"	"348.1"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Cerebral edema"	"348.5"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Hereditary progressive muscular dystrophy"	"359.1"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Myotonic disorders"	"359.2"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Mitral stenosis"	"394.0"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Other and unspecified mitral valve diseases"	"394.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified"	"401.9"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified"	"404.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Acute myocardial infarction"	"410"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Pulmonary embolism and infarction"	"415.1"	10	1457078	0.7 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Primary pulmonary hypertension"	"416.0"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Other and unspecified acute myocarditis"	"422.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Unspecified disease of pericardium"	"423.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Other primary cardiomyopathies"	"425.4"	10	1457078	0.7 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Conduction disorder, unspecified"	"426.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Atrial fibrillation and flutter"	"427.3"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Ventricular fibrillation and flutter"	"427.4"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Cardiac arrest"	"427.5"	11	1457078	0.8 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Cardiac dysrhythmia, unspecified"	"427.9"	4	1457078	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Congestive heart failure"	"428.0"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Myocarditis, unspecified"	"429.0"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Cardiovascular disease, unspecified"	"429.2"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Cardiomegaly"	"429.3"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Heart disease, unspecified"	"429.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Subarachnoid hemorrhage"	"430"	3	1457078	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Intracerebral hemorrhage"	"431"	2	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Cerebral artery occlusion, unspecified"	"434.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Transient cerebral ischemia"	"435"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Other generalized ischemic cerebrovascular disease"	"437.1"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Dissection of aorta"	"441.0"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Aortic aneurysm of unspecified site, ruptured"	"441.5"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Rupture of artery"	"447.2"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Arteritis, unspecified"	"447.6"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Viral pneumonia, unspecified"	"480.9"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Pneumonia due to pseudomonas"	"482.1"	1	1457078	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Bronchopneumonia, organism unspecified"	"485"	4	1457078	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	"Pneumonia, organism unspecified"	"486"	8	1457078	0.5 (Unreliable)
