"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Vertebral column"	"015.0"	1	1495000	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Meningococcal meningitis"	"036.0"	2	1495000	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Meningococcemia"	"036.2"	1	1495000	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Streptococcal septicemia"	"038.0"	1	1495000	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Unspecified septicemia"	"038.9"	2	1495000	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Viral hepatitis a without mention of hepatic coma"	"070.1"	1	1495000	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	2	1495000	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Unspecified viral hepatitis without mention of hepatic coma"	"070.9"	3	1495000	0.201 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Disseminated"	"112.5"	1	1495000	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Sarcoidosis"	"135"	1	1495000	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Nasopharynx, unspecified"	"147.9"	3	1495000	0.201 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Liver, primary"	"155.0"	4	1495000	0.268 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Bronchus and lung, unspecified"	"162.9"	1	1495000	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Scapula and long bones of upper limb"	"170.4"	2	1495000	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	"Long bones of lower limb"	"170.7"	3	1495000	0.201 (Unreliable)
