"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Other organism, not elsewhere classified"	"008.8"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Pulmonary tuberculosis, unspecified"	"011.9"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Streptococcal sore throat"	"034.0"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Meningococcal meningitis"	"036.0"	3	1370304	0.219 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Meningococcemia"	"036.2"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Pneumococcal septicemia [streptococcus pneumoniae septicemia]"	"038.2"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Septicemia due to other gram-negative organisms"	"038.4"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Unspecified septicemia"	"038.9"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"HTLV-III/LAV infection with specified infections"	"042.0"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"HTLV-III/LAV infection causing other specified infections"	"042.1"	4	1370304	0.292 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Unspecified non-arthropod-borne viral diseases of central nervous system"	"049.9"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Viral hepatitis b without mention of hepatic coma"	"070.3"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Unspecified viral hepatitis without mention of hepatic coma"	"070.9"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Cytomegaloviral disease"	"078.5"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Unspecified viral and chlamydial infections"	"079.9"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Disseminated"	"112.5"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Of unspecified site"	"112.9"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Other and unspecified mycoses"	"117.9"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Pneumocystosis"	"136.3"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Nasopharynx, unspecified"	"147.9"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Liver, primary"	"155.0"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Biliary tract, part unspecified"	"156.9"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Bronchus and lung, unspecified"	"162.9"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Vertebral column, excluding sacrum and coccyx"	"170.2"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Bone and articular cartilage, site unspecified"	"170.9"	5	1370304	0.365 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Connective and other soft tissue, site unspecified"	"171.9"	4	1370304	0.292 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Cerebrum, except lobes and ventricles"	"191.0"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Cerebellum nos"	"191.6"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Brain stem"	"191.7"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Brain, unspecified"	"191.9"	5	1370304	0.365 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Cranial nerves"	"192.0"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Spinal cord"	"192.2"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Pineal gland"	"194.4"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Other"	"199.1"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Lymphosarcoma"	"200.1"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Burkitt's tumor or lymphoma"	"200.2"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Hodgkin's disease, unspecified"	"201.9"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Other lymphomas"	"202.8"	5	1370304	0.365 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Acute"	"204.0"	6	1370304	0.438 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Unspecified lymphoid leukemia"	"204.9"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Acute"	"205.0"	4	1370304	0.292 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Chronic"	"205.1"	4	1370304	0.292 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Unspecified myeloid leukemia"	"205.9"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Other specified leukemia"	"207.8"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Acute"	"208.0"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Unspecified leukemia"	"208.9"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Adrenal gland"	"227.0"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Pituitary gland and craniopharyngeal duct"	"237.0"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Neurofibromatosis"	"237.7"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Diabetes with ketoacidosis"	"250.1"	2	1370304	0.146 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Other specified disorders of carbohydrate transport and metabolism"	"271.8"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Disorders of copper metabolism"	"275.1"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Acidosis"	"276.2"	1	1370304	0.073 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	"Cystic fibrosis"	"277.0"	1	1370304	0.073 (Unreliable)
