"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Meningococcal meningitis"	"036.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Meningococcemia"	"036.2"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Staphylococcal septicemia"	"038.1"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Unspecified septicemia"	"038.9"	6	1490307	0.403 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"HTLV-III/LAV infection with specified infections"	"042.0"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"HTLV-III/LAV infection causing other specified infections"	"042.1"	7	1490307	0.470 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Acquired immunodeficiency syndrome with or without other conditions"	"042.9"	9	1490307	0.604 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"HTLV-III/LAV infection causing other specified conditions"	"043.3"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other enterovirus diseases of central nervous system"	"048"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Unspecified non-arthropod-borne viral diseases of central nervous system"	"049.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Herpes simplex without mention of complication"	"054.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Coxsackie carditis"	"074.2"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Cytomegaloviral disease"	"078.5"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Aspergillosis"	"117.3"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other and unspecified mycoses"	"117.9"	3	1490307	0.201 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Nasopharynx, unspecified"	"147.9"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Stomach, unspecified"	"151.9"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Liver, primary"	"155.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Liver, not specified as primary or secondary"	"155.2"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Accessory sinus, unspecified"	"160.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Bronchus and lung, unspecified"	"162.9"	3	1490307	0.201 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Bone and articular cartilage, site unspecified"	"170.9"	4	1490307	0.268 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Pelvis"	"171.6"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Connective and other soft tissue, site unspecified"	"171.9"	8	1490307	0.537 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Trunk, except scrotum"	"172.5"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Malignant neoplasm of placenta"	"181"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Orbit"	"190.1"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Cerebellum nos"	"191.6"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Brain stem"	"191.7"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Brain, unspecified"	"191.9"	6	1490307	0.403 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Adrenal gland"	"194.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Pineal gland"	"194.4"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Head, face, and neck"	"195.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other"	"199.1"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Nodular sclerosis"	"201.5"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Hodgkin's disease, unspecified"	"201.9"	3	1490307	0.201 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other lymphomas"	"202.8"	4	1490307	0.268 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Acute"	"204.0"	5	1490307	0.336 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Chronic"	"204.1"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Acute"	"205.0"	3	1490307	0.201 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Chronic"	"205.1"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Acute"	"208.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Unspecified leukemia"	"208.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Trachea, bronchus, and lung"	"235.7"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Polycythemia vera"	"238.4"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Digestive system"	"239.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Brain"	"239.6"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Endocrine glands and other parts of nervous system"	"239.7"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Site unspecified"	"239.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Goiter, unspecified"	"240.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Diabetes with ketoacidosis"	"250.1"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Diabetes with other coma"	"250.3"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Unspecified protein-calorie malnutrition"	"263.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Cystic fibrosis"	"277.0"	4	1490307	0.268 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Obesity"	"278.0"	4	1490307	0.268 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Sickle-cell anemia"	"282.6"	7	1490307	0.470 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Constitutional aplastic anemia"	"284.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Aplastic anemia, unspecified"	"284.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Defibrination syndrome"	"286.6"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Primary thrombocytopenia"	"287.3"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Severe mental retardation"	"318.1"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Meningitis due to unspecified bacterium"	"320.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Meningitis, unspecified"	"322.9"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Unspecified cause of encephalitis"	"323.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Leukodystrophy"	"330.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Obstructive hydrocephalus"	"331.4"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Cerebral degeneration, unspecified"	"331.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Werdnig-hoffmann disease"	"335.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Schilder's disease"	"341.1"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Quadriplegic"	"343.2"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Infantile cerebral palsy, unspecified"	"343.9"	11	1490307	0.738 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Quadriplegia and quadriparesis"	"344.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Epilepsy, unspecified"	"345.9"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Anoxic brain damage"	"348.1"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Compression of brain"	"348.4"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other conditions of brain"	"348.8"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Hereditary peripheral neuropathy"	"356.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other and unspecified mitral valve diseases"	"394.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Unspecified"	"402.9"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Acute myocardial infarction"	"410"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Chronic ischemic heart disease, unspecified"	"414.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Pulmonary embolism and infarction"	"415.1"	6	1490307	0.403 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Primary pulmonary hypertension"	"416.0"	5	1490307	0.336 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other and unspecified acute pericarditis"	"420.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other and unspecified acute myocarditis"	"422.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other primary cardiomyopathies"	"425.4"	11	1490307	0.738 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Secondary cardiomyopathy, unspecified"	"425.9"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Anomalous atrioventricular excitation"	"426.7"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Paroxysmal ventricular tachycardia"	"427.1"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Cardiac arrest"	"427.5"	5	1490307	0.336 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Cardiac dysrhythmia, unspecified"	"427.9"	3	1490307	0.201 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Congestive heart failure"	"428.0"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Heart failure, unspecified"	"428.9"	3	1490307	0.201 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Myocarditis, unspecified"	"429.0"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Cardiovascular disease, unspecified"	"429.2"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Heart disease, unspecified"	"429.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Intracerebral hemorrhage"	"431"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Other"	"437.8"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Peripheral vascular disease, unspecified"	"443.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Unspecified disorders of arteries and arterioles"	"447.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Portal vein thrombosis"	"452"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Bronchopneumonia, organism unspecified"	"485"	2	1490307	0.134 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Pneumonia, organism unspecified"	"486"	3	1490307	0.201 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Obstructive chronic bronchitis"	"491.2"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Extrinsic asthma"	"493.0"	7	1490307	0.470 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Asthma, unspecified"	"493.9"	6	1490307	0.403 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Chronic airway obstruction, not elsewhere classified"	"496"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Unspecified pleural effusion"	"511.9"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Pneumothorax"	"512"	1	1490307	0.067 (Unreliable)
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	"Pulmonary congestion and hypostasis"	"514"	1	1490307	0.067 (Unreliable)
